9/9/2008 10:45,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,Column1
22587,Kailum Pants +7,0,5,2,0,1282,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3337,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,211,211,0,0,0,0,0,0,22586,22588,0,0,1,0,0,
22588,Kailum Pants +8,0,5,2,0,1282,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3338,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,230,230,0,0,0,0,0,0,22587,22589,0,0,1,0,0,
22589,Kailum Pants +9,0,5,2,0,1282,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3339,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,259,259,0,0,0,0,0,0,22588,0,0,0,1,0,0,
450,Kara Boots,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,0,0,0,0,0,21,21,0,0,0,0,0,0,0,14081,0,0,1,0,0,
14081,Kara Boots +1,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,1,0,0,0,0,22,22,0,0,0,0,0,0,450,14082,0,0,1,0,0,
14082,Kara Boots +2,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,2,0,0,0,0,24,24,0,0,0,0,0,0,14081,14083,0,0,1,0,0,
14083,Kara Boots +3,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,3,0,0,0,0,26,26,0,0,0,0,0,0,14082,14084,0,0,1,0,0,
14084,Kara Boots +4,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,4,0,0,0,0,29,29,0,0,0,0,0,0,14083,14085,0,0,1,0,0,
14085,Kara Boots +5,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,5,0,0,0,0,32,32,0,0,0,0,0,0,14084,14086,0,0,1,0,0,
14086,Kara Boots +6,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,6,0,0,0,0,35,35,0,0,0,0,0,0,14085,14087,0,0,1,0,0,
14087,Kara Boots +7,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,7,0,0,0,0,41,41,0,0,0,0,0,0,14086,14088,0,0,1,0,0,
14088,Kara Boots +8,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,8,0,0,0,0,48,48,0,0,0,0,0,0,14087,14089,0,0,1,0,0,
14089,Kara Boots +9,0,5,3,0,1283,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1189,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,9,0,0,0,0,58,58,0,0,0,0,0,0,14088,0,0,0,1,0,0,
349,Kara Glove,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,0,0,0,0,0,18,18,0,0,0,0,0,0,0,13081,0,0,1,0,0,
13081,Kara Glove +1,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,1,0,0,0,0,19,19,0,0,0,0,0,0,349,13082,0,0,1,0,0,
13082,Kara Glove +2,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,882,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,2,0,0,0,0,21,21,0,0,0,0,0,0,13081,13083,0,0,1,0,0,
13083,Kara Glove +3,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,3,0,0,0,0,23,23,0,0,0,0,0,0,13082,13084,0,0,1,0,0,
13084,Kara Glove +4,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,884,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,4,0,0,0,0,26,26,0,0,0,0,0,0,13083,13085,0,0,1,0,0,
13085,Kara Glove +5,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,885,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,5,0,0,0,0,29,29,0,0,0,0,0,0,13084,13086,0,0,1,0,0,
13086,Kara Glove +6,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,886,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,6,0,0,0,0,32,32,0,0,0,0,0,0,13085,13087,0,0,1,0,0,
13087,Kara Glove +7,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,887,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,7,0,0,0,0,38,38,0,0,0,0,0,0,13086,13088,0,0,1,0,0,
13088,Kara Glove +8,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,8,0,0,0,0,45,45,0,0,0,0,0,0,13087,13089,0,0,1,0,0,
13089,Kara Glove +9,0,5,4,0,1284,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,9,0,0,0,0,55,55,0,0,0,0,0,0,13088,0,0,0,1,0,0,
398,Kara Helmet,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1030,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,0,0,0,0,0,37,37,0,0,0,0,0,0,0,13581,0,0,1,0,0,
13581,Kara Helmet +1,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1031,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,1,0,0,0,0,39,39,0,0,0,0,0,0,398,13582,0,0,1,0,0,
13582,Kara Helmet +2,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1032,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,2,0,0,0,0,42,42,0,0,0,0,0,0,13581,13583,0,0,1,0,0,
13583,Kara Helmet +3,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1033,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,3,0,0,0,0,46,46,0,0,0,0,0,0,13582,13584,0,0,1,0,0,
13584,Kara Helmet +4,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1034,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,4,0,0,0,0,51,51,0,0,0,0,0,0,13583,13585,0,0,1,0,0,
13585,Kara Helmet +5,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1035,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,5,0,0,0,0,57,57,0,0,0,0,0,0,13584,13586,0,0,1,0,0,
13586,Kara Helmet +6,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1036,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,6,0,0,0,0,65,65,0,0,0,0,0,0,13585,13587,0,0,1,0,0,
13587,Kara Helmet +7,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1037,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,7,0,0,0,0,73,73,0,0,0,0,0,0,13586,13588,0,0,1,0,0,
13588,Kara Helmet +8,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1038,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,8,0,0,0,0,83,83,0,0,0,0,0,0,13587,13589,0,0,1,0,0,
13589,Kara Helmet +9,0,5,0,0,1280,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1039,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2044,2045,2046,9,0,0,0,0,96,96,0,0,0,0,0,0,13588,0,0,0,1,0,0,
1100,Lapine Glove,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,0,0,0,0,0,12,12,0,0,0,0,0,0,0,20581,0,0,1,0,0,
20581,Lapine Glove +1,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,1,0,0,0,0,13,13,0,0,0,0,0,0,1100,20582,0,0,1,0,0,
20582,Lapine Glove +2,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2812,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,2,0,0,0,0,15,15,0,0,0,0,0,0,20581,20583,0,0,1,0,0,
20583,Lapine Glove +3,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,3,0,0,0,0,17,17,0,0,0,0,0,0,20582,20584,0,0,1,0,0,
20584,Lapine Glove +4,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,4,0,0,0,0,20,20,0,0,0,0,0,0,20583,20585,0,0,1,0,0,
20585,Lapine Glove +5,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2815,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,5,0,0,0,0,23,23,0,0,0,0,0,0,20584,20586,0,0,1,0,0,
20586,Lapine Glove +6,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2816,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,6,0,0,0,0,26,26,0,0,0,0,0,0,20585,20587,0,0,1,0,0,
20587,Lapine Glove +7,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2817,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,7,0,0,0,0,31,31,0,0,0,0,0,0,20586,20588,0,0,1,0,0,
20588,Lapine Glove +8,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2818,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,8,0,0,0,0,36,36,0,0,0,0,0,0,20587,20589,0,0,1,0,0,
20589,Lapine Glove +9,0,5,4,0,1284,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,24,366,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2819,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,9,0,0,0,0,41,41,0,0,0,0,0,0,20588,0,0,0,1,0,0,
1149,Lapine Helmet,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2960,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,0,0,0,0,0,22,22,0,0,0,0,0,0,0,21091,0,0,1,0,0,
21091,Lapine Helmet +1,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2961,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,1,0,0,0,0,24,24,0,0,0,0,0,0,1149,21092,0,0,1,0,0,
21092,Lapine Helmet +2,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2962,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,2,0,0,0,0,27,27,0,0,0,0,0,0,21091,21093,0,0,1,0,0,
21093,Lapine Helmet +3,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2963,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,3,0,0,0,0,31,31,0,0,0,0,0,0,21092,21094,0,0,1,0,0,
21094,Lapine Helmet +4,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2964,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,4,0,0,0,0,36,36,0,0,0,0,0,0,21093,21095,0,0,1,0,0,
21095,Lapine Helmet +5,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2965,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,5,0,0,0,0,42,42,0,0,0,0,0,0,21094,21096,0,0,1,0,0,
21096,Lapine Helmet +6,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2966,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,6,0,0,0,0,49,49,0,0,0,0,0,0,21095,21097,0,0,1,0,0,
21097,Lapine Helmet +7,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2967,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,7,0,0,0,0,56,56,0,0,0,0,0,0,21096,21098,0,0,1,0,0,
21098,Lapine Helmet +8,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2968,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,8,0,0,0,0,63,63,0,0,0,0,0,0,21097,21099,0,0,1,0,0,
21099,Lapine Helmet +9,0,5,0,0,1280,27,0000-1000-0000-0000-0000-0000-0000-0000,1500,0,1,22,403,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2969,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2045,2043,2045,2045,2047,9,0,0,0,0,70,70,0,0,0,0,0,0,21098,0,0,0,1,0,0,
960,Le Cruz Armor,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2580,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,0,0,0,0,0,253,253,0,0,0,0,0,0,0,19631,0,0,1,0,0,
19631,Le Cruz Armor +1,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2581,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,1,0,0,0,0,255,255,0,0,0,0,0,0,960,19632,0,0,1,0,0,
19632,Le Cruz Armor +2,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2582,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,2,0,0,0,0,258,258,0,0,0,0,0,0,19631,19633,0,0,1,0,0,
19633,Le Cruz Armor +3,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2583,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,3,0,0,0,0,262,262,0,0,0,0,0,0,19632,19634,0,0,1,0,0,
19634,Le Cruz Armor +4,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2584,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,4,0,0,0,0,272,272,0,0,0,0,0,0,19633,19635,0,0,1,0,0,
19635,Le Cruz Armor +5,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2585,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,5,0,0,0,0,286,286,0,0,0,0,0,0,19634,19636,0,0,1,0,0,
19636,Le Cruz Armor +6,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2586,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,6,0,0,0,0,306,306,0,0,0,0,0,0,19635,19637,0,0,1,0,0,
19637,Le Cruz Armor +7,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2587,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,7,0,0,0,0,329,329,0,0,0,0,0,0,19636,19638,0,0,1,0,0,
19638,Le Cruz Armor +8,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2588,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,8,0,0,0,0,357,357,0,0,0,0,0,0,19637,19639,0,0,1,0,0,
19639,Le Cruz Armor +9,0,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,136,89052,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2589,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,362,362,781,781,9,0,0,0,0,400,400,0,0,0,0,0,0,19638,0,0,0,1,0,0,
910,Le Cruz Boots,0,5,3,0,1283,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,132,79037,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2450,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,321,322,322,761,761,0,0,0,0,0,101,101,0,0,0,0,0,0,0,19151,0,0,1,0,0,
19151,Le Cruz Boots +1,0,5,3,0,1283,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,132,79037,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,321,322,322,761,761,1,0,0,0,0,103,103,0,0,0,0,0,0,910,19152,0,0,1,0,0,
